Id,SalePrice
1721,155850.0305
1722,121554.9096
1723,152162.5825
1724,223042.1943
1725,235849.0149
1726,194181.5692
1727,167164.9251
1728,189555.4057
1729,167419.6686
1730,171141.2986
1731,126506.6171
1732,135479.7747
1733,125961.1043
1734,129214.9265
1735,131193.1502
1736,116911.5011
1737,362611.7807
1738,220543.5644
1739,264275.8668
1740,196548.5528
1741,195893.7783
1742,171695.0228
1743,179970.0637
1744,309679.0149
1745,243710.7305
1746,284797.9133
1747,217944.6244
1748,211562.3668
1749,160403.1971
1750,142433.708
1751,222144.5756
1752,122346.6337
1753,134235.379
1754,203616.7983
1755,169959.3158
1756,125134.7291
1757,126253.5859
1758,149372.778
1759,175975.4586
1760,164691.5724
1761,140022.3296
1762,170998.0892
1763,170197.5976
1764,110703.9316
1765,166243.9395
1766,171970.0422
1767,207844.5375
1768,144134.3398
1769,150631.4682
1770,137847.1761
1771,129451.0826
1772,130099.8637
1773,141917.0992
1774,127150.7208
1775,134635.8346
1776,127293.039
1777,117153.8883
1778,136045.2229
1779,116010.5015
1780,182976.5035
1781,138000.6283
1782,99748.00724
1783,139947.8332
1784,96828.26875
1785,103719.277
1786,144131.9742
1787,178873.3456
1788,50771.52132
1789,90893.56935
1790,85403.83329
1791,186753.0876
1792,158397.6133
1793,134880.2487
1794,142355.4245
1795,134534.8933
1796,129570.4454
1797,115986.7154
1798,125177.5287
1799,117872.2969
1800,117640.0471
1801,133333.9941
1802,149646.5327
1803,144569.5879
1804,142890.5973
1805,138554.6376
1806,114663.195
1807,131229.1906
1808,118599.1499
1809,121796.4666
1810,147375.8486
1811,107271.5635
1812,112571.2227
1813,125991.3157
1814,94709.3188
1815,49528.79265
1816,97986.58601
1817,116960.9958
1818,134239.6603
1819,122949.1186
1820,68727.46611
1821,111135.107
1822,154194.6854
1823,33251.60074
1824,135372.544
1825,146265.3081
1826,102782.8457
1827,103088.9557
1828,143627.2563
1829,111240.5418
1830,146502.7758
1831,153572.9432
1832,107098.3289
1833,136730.0917
1834,130683.8765
1835,167288.7038
1836,121858.5867
1837,100596.7513
1838,131368.6595
1839,72256.711
1840,179663.381
1841,148518.336
1842,84094.94829
1843,137565.7468
1844,143181.7277
1845,133592.5247
1846,153537.0846
1847,169751.3315
1848,59374.44807
1849,118881.809
1850,125977.5713
1851,166231.0256
1852,126351.8133
1853,136801.683
1854,180169.1622
1855,147596.2529
1856,224752.2655
1857,153277.4257
1858,136362.7063
1859,120237.5938
1860,156842.534
1861,120081.0592
1862,254534.5615
1863,251452.7407
1864,251653.3614
1865,332650.6681
1866,317317.0701
1867,240092.2753
1868,302365.6896
1869,205256.7553
1870,249418.9386
1871,259404.7914
1872,171274.9294
1873,223097.6104
1874,138959.7748
1875,190741.9218
1876,198798.9221
1877,214637.9638
1878,215084.6889
1879,137049.9412
1880,141715.5997
1881,244677.0341
1882,241296.3424
1883,199858.8499
1884,216129.8687
1885,283987.4728
1886,300648.7616
1887,203955.9514
1888,279634.1811
1889,166369.9225
1890,138958.5056
1891,142963.4793
1892,109283.2518
1893,145353.6397
1894,124223.5411
1895,144291.6009
1896,132591.654
1897,127365.502
1898,109814.8157
1899,147372.2017
1900,146664.4732
1901,175491.8616
1902,127395.4521
1903,200712.6549
1904,146573.3035
1905,194153.6361
1906,168167.7284
1907,200562.6709
1908,121187.9991
1909,137609.152
1910,125980.1982
1911,201078.033
1912,270641.2672
1913,151262.7555
1914,44888.50214
1915,349361.0402
1916,63114.73344
1917,248840.7881
1918,141884.7731
1919,166553.8722
1920,152207.9351
1921,416055.0732
1922,331507.5497
1923,210172.5276
1924,238957.3636
1925,225631.2488
1926,368206.8859
1927,141040.5941
1928,168743.06
1929,128555.0613
1930,126842.3577
1931,135007.3179
1932,140214.2212
1933,178189.9289
1934,187888.7131
1935,167505.7987
1936,198631.9109
1937,177675.5999
1938,165418.4583
1939,250281.4075
1940,196728.4888
1941,175339.5987
1942,185183.4763
1943,191498.926
1944,306798.5118
1945,351179.0088
1946,163038.6163
1947,317840.7107
1948,168891.8815
1949,250220.7287
1950,191923.688
1951,267708.6155
1952,262746.2278
1953,169716.6751
1954,186351.732
1955,137381.2361
1956,248839.9037
1957,162083.5976
1958,302030.0755
1959,136378.1671
1960,119329.7504
1961,122164.0236
1962,87185.43117
1963,105160.6489
1964,115936.1491
1965,147334.0591
1966,157119.9774
1967,291496.3734
1968,376146.8696
1969,352556.6828
1970,425828.8097
1971,458369.4981
1972,365888.9809
1973,280260.4845
1974,300711.2394
1975,481606.9186
1976,282762.6559
1977,346795.3278
1978,367602.156
1979,326121.5525
1980,196745.9082
1981,345947.9923
1982,239718.4306
1983,217966.9399
1984,172779.6939
1985,201871.8648
1986,213042.1922
1987,167715.9947
1988,180227.4083
1989,188689.2163
1990,215344.0787
1991,233658.8142
1992,220993.6687
1993,163136.7887
1994,246076.3953
1995,181826.0003
1996,242625.8157
1997,325912.0827
1998,367167.6028
1999,252446.8602
2000,306386.495
2001,268970.0542
2002,246517.1422
2003,243143.1086
2004,259877.3982
2005,234313.4354
2006,226105.1628
2007,228414.6206
2008,232196.3651
2009,190601.6805
2010,192453.7457
2011,150543.1699
2012,178964.9706
2013,181236.1568
2014,183019.1165
2015,204308.6055
2016,191244.6553
2017,208770.1444
2018,123204.4379
2019,133079.9158
2020,117874.3073
2021,116279.574
2022,180809.0111
2023,149441.7855
2024,232220.3665
2025,366452.4386
2026,182515.986
2027,142441.9084
2028,140213.8345
2029,174737.8653
2030,285550.895
2031,283143.9665
2032,290748.4077
2033,287124.7895
2034,164024.4679
2035,202292.5943
2036,195658.7879
2037,200748.0255
2038,331296.2702
2039,210486.2565
2040,409979.5186
2041,281532.7215
2042,205269.1577
2043,180606.0542
2044,169946.3639
2045,215572.7132
2046,131484.6698
2047,152963.121
2048,137382.1727
2049,129964.3846
2050,177004.596
2051,109607.2149
2052,134363.5896
2053,144920.1654
2054,85900.86805
2055,151958.6633
2056,128722.7517
2057,124422.3266
2058,222793.3842
2059,133355.4196
2060,174589.5258
2061,183768.829
2062,135317.746
2063,115796.2298
2064,135584.4635
2065,129171.8072
2066,178790.562
2067,123935.1122
2068,129216.886
2069,85102.00254
2070,109480.4186
2071,91499.70663
2072,127507.3872
2073,136288.5505
2074,189827.2574
2075,142797.8571
2076,119614.457
2077,153496.4408
2078,123321.0631
2079,133103.1082
2080,115127.753
2081,126933.1034
2082,131706.4855
2083,145268.4333
2084,111889.9576
2085,130774.1497
2086,116072.6934
2087,121200.6816
2088,111502.255
2089,83670.98608
2090,128594.4955
2091,124416.2877
2092,133409.0919
2093,121753.134
2094,119097.6825
2095,147958.5599
2096,75088.79152
2097,97346.8727
2098,151281.1923
2099,54747.04338
2100,101776.9283
2101,120817.2888
2102,131903.7553
2103,100512.397
2104,129229.6105
2105,127775.0966
2106,71797.16434
2107,220244.5013
2108,122080.5946
2109,112455.3293
2110,135203.7913
2111,148924.9195
2112,137262.281
2113,124499.4156
2114,105542.0867
2115,160822.2896
2116,120856.3369
2117,154193.1248
2118,124188.439
2119,104998.313
2120,116013.0157
2121,105564.1214
2122,108964.2673
2123,85069.94769
2124,178594.2736
2125,126351.1038
2126,166574.2292
2127,165101.5125
2128,125832.1399
2129,102242.7759
2130,140381.039
2131,157054.1618
2132,120082.7282
2133,111028.3602
2134,117850.5246
2135,96862.38503
2136,75324.00868
2137,109067.4383
2138,133707.6356
2139,152262.4809
2140,139789.4272
2141,147602.9945
2142,134770.7298
2143,152493.7304
2144,109424.4495
2145,141517.3973
2146,157231.204
2147,164488.6416
2148,133782.7489
2149,146360.0313
2150,242418.139
2151,123716.9442
2152,176373.8669
2153,162814.9869
2154,110829.2422
2155,133181.1587
2156,237626.8175
2157,238412.2689
2158,241188.2072
2159,217899.0316
2160,162702.698
2161,252603.0936
2162,370608.1847
2163,302279.8166
2164,269937.8989
2165,194082.5785
2166,143166.5135
2167,207867.3623
2168,216450.6883
2169,197588.6779
2170,226149.9035
2171,143649.8727
2172,135853.3966
2173,164174.269
2174,236675.7227
2175,310223.7471
2176,313696.285
2177,249984.4143
2178,212592.1984
2179,140989.0187
2180,195753.209
2181,186633.1559
2182,240085.5102
2183,192698.762
2184,137775.8201
2185,134354.3607
2186,148596.5732
2187,157177.5512
2188,160766.1611
2189,192176.4082
2190,79152.75984
2191,88416.28737
2192,89712.20735
2193,90659.08289
2194,101411.3255
2195,113133.432
2196,105508.6408
2197,110450.0298
2198,151292.3016
2199,173449.2933
2200,138632.4481
2201,128881.8237
2202,210298.8294
2203,162407.1806
2204,182291.9303
2205,111322.5108
2206,146010.0165
2207,236870.8644
2208,225208.6608
2209,198325.5863
2210,130452.7087
2211,108576.1787
2212,111729.6677
2213,99244.93608
2214,130288.6058
2215,101487.8144
2216,152917.7286
2217,67989.31114
2218,78431.90853
2219,59595.60714
2220,69492.0659
2221,349345.8884
2222,265166.178
2223,277030.5979
2224,213289.3451
2225,131751.4492
2226,176447.6127
2227,209156.5095
2228,284357.8728
2229,225110.756
2230,165973.8584
2231,212111.9847
2232,174122.4108
2233,174107.516
2234,274656.9052
2235,208210.2489
2236,284768.3391
2237,353792.3962
2238,208828.0808
2239,109910.6744
2240,161830.5264
2241,155588.8059
2242,130379.7653
2243,132719.9831
2244,101249.6998
2245,93915.91791
2246,150854.1799
2247,112331.3914
2248,128327.067
2249,123406.715
2250,137893.0986
2251,109683.1098
2252,179382.9268
2253,158795.2945
2254,178511.4843
2255,190328.497
2256,186534.5367
2257,198131.7573
2258,175054.9933
2259,177635.1452
2260,148593.5424
2261,183108.4494
2262,197523.4198
2263,317648.2448
2264,445140.3928
2265,164381.7136
2266,290734.1253
2267,403331.7496
2268,373823.484
2269,154093.8311
2270,180869.6658
2271,254347.5375
2272,202972.8186
2273,168722.7069
2274,178256.8352
2275,162995.0865
2276,180658.4374
2277,188251.386
2278,157624.2361
2279,127769.3289
2280,120337.8696
2281,179382.4692
2282,182156.2929
2283,96734.9737
2284,109817.8276
2285,157426.7121
2286,130538.2672
2287,359724.6699
2288,274170.3694
2289,363600.0644
2290,433382.6978
2291,300823.442
2292,404213.1897
2293,464084.9805
2294,423731.0687
2295,431439.5259
2296,300442.7812
2297,323023.4515
2298,322811.6704
2299,382365.1665
2300,318543.0945
2301,276335.4958
2302,253354.5053
2303,229721.2695
2304,237177.5146
2305,186249.8196
2306,189314.6334
2307,193618.7403
2308,206943.9076
2309,281830.2261
2310,223729.4081
2311,191279.2844
2312,170477.4176
2313,177126.7908
2314,154951.1875
2315,170107.5409
2316,177356.2156
2317,193370.3413
2318,178572.0494
2319,167503.2572
2320,183110.8967
2321,258812.4042
2322,161077.8777
2323,175960.2396
2324,163949.6704
2325,220638.8496
2326,163513.4463
2327,213858.9748
2328,230229.8337
2329,183104.7921
2330,177371.8282
2331,363414.4941
2332,432182.9696
2333,316669.5301
2334,268150.6953
2335,250810.5833
2336,348190.3756
2337,202609.9904
2338,288909.9863
2339,217818.6219
2340,366968.2379
2341,227955.9937
2342,240465.0773
2343,236817.6128
2344,234255.6696
2345,237361.5999
2346,215743.1309
2347,195799.217
2348,227807.8399
2349,148835.082
2350,272112.2424
2351,238577.4418
2352,219517
2353,242815.3578
2354,123679.3373
2355,151371.7539
2356,147172.5688
2357,190987.9266
2358,196568.375
2359,132101.5413
2360,125126.576
2361,141868.3047
2362,281896.4579
2363,140988.6646
2364,155328.3686
2365,213824.3606
2366,191722.3232
2367,202485.3299
2368,208181.5583
2369,206474.3516
2370,177259.1241
2371,174790.5654
2372,174002.8827
2373,271730.1366
2374,296783.0841
2375,246039.0494
2376,270502.7566
2377,371325.7792
2378,135079.6024
2379,183554.8075
2380,146666.4422
2381,157242.4268
2382,197061.5595
2383,220007.1104
2384,248557.613
2385,160618.1769
2386,140876.3121
2387,134593.5275
2388,100086.1232
2389,119084.7821
2390,141771.8883
2391,141635.8353
2392,117550.2622
2393,161870.4921
2394,144720.4711
2395,203418.1863
2396,151394.1472
2397,213660.9318
2398,117397.9298
2399,47074.94049
2400,53149.11182
2401,116333.5051
2402,137418.8684
2403,130578.7885
2404,149955.5278
2405,166710.0885
2406,137211.4569
2407,132550.9407
2408,138004.1976
2409,131951.545
2410,173300.9496
2411,119001.7381
2412,176495.1422
2413,134887.0233
2414,132809.0558
2415,120857.9267
2416,134439.9823
2417,135939.6399
2418,128996.2885
2419,135324.0063
2420,125995.1399
2421,156869.5929
2422,119860.2026
2423,123154.0596
2424,153382.4077
2425,164256.6064
2426,117479.6402
2427,135393.128
2428,170063.1186
2429,116309.5437
2430,132742.0609
2431,109542.0854
2432,136871.9156
2433,144412.2597
2434,148806.3783
2435,144974.6114
2436,105134.7148
2437,116790.6688
2438,126306.8567
2439,102141.4578
2440,120559.1861
2441,96593.79185
2442,87822.15938
2443,113941.8226
2444,127986.7316
2445,91958.79991
2446,127100.103
2447,225320.2425
2448,133749.5271
2449,115942.8382
2450,142163.9195
2451,129992.4053
2452,190823.4242
2453,100680.7875
2454,135175.4793
2455,106229.0795
2456,143467.0796
2457,121876.1799
2458,120715.9298
2459,109630.296
2460,139029.4048
2461,127190.6611
2462,149174.5008
2463,127143.9035
2464,171440.4231
2465,129982.2161
2466,113784.5231
2467,160717.8819
2468,78602.1136
2469,71595.80196
2470,188251.6739
2471,198964.5409
2472,182851.1276
2473,110821.2256
2474,83074.24964
2475,223056.152
2476,118104.6225
2477,130412.4123
2478,161986.1448
2479,110304.0616
2480,146549.8746
2481,130148.6078
2482,137291.8309
2483,117941.812
2484,125192.4413
2485,130441.5792
2486,151422.8891
2487,179430.9585
2488,161176.726
2489,146506.2778
2490,153847.5193
2491,83924.02917
2492,186682.0964
2493,143210.2745
2494,161507.0049
2495,93187.63014
2496,237730.7231
2497,146388.1281
2498,116250.6136
2499,86392.94077
2500,133238.4953
2501,139154.5083
2502,145970.7502
2503,93810.32832
2504,181513.7169
2505,224568.2935
2506,259673.5279
2507,289099.4876
2508,254391.4842
2509,230955.6188
2510,222445.8194
2511,179833.9727
2512,206480.1008
2513,219799.2373
2514,224573.4482
2515,150544.909
2516,160047.8612
2517,136424.3317
2518,137471.1082
2519,221060.3383
2520,206620.2042
2521,188880.4108
2522,224181.1348
2523,133420.4406
2524,141614.222
2525,148479.2838
2526,140369.3109
2527,116308.0098
2528,132035.1648
2529,131593.3193
2530,117938.8016
2531,241082.1471
2532,228955.5722
2533,198049.8098
2534,237157.0612
2535,320479.1887
2536,235249.8548
2537,215083.8382
2538,177202.7504
2539,195541.8427
2540,172504.9987
2541,175326.568
2542,159800.7198
2543,125673.2019
2544,133121.6353
2545,129314.276
2546,148068.6234
2547,139935.8386
2548,149351.9993
2549,158934.4264
2550,244196.5401
2551,145732.6588
2552,126973.0212
2553,83694.02904
2554,108279.72
2555,120587.2952
2556,103093.1502
2557,110138.9245
2558,152307.4567
2559,123095.7705
2560,130433.5398
2561,129634.5987
2562,133369.1876
2563,146154.1674
2564,184812.673
2565,134415.5376
2566,155011.9918
2567,131176.6572
2568,199400.0014
2569,194483.8721
2570,129331.3073
2571,155101.2971
2572,196861.9817
2573,241229.1957
2574,301332.6289
2575,128624.6887
2576,123127.0421
2577,174299.9314
2578,78304.58303
2579,73000.42224
2580,129205.3358
2581,128662.3029
2582,115116.7247
2583,307841.033
2584,166044.5668
2585,169629.0112
2586,206171.8166
2587,194405.2738
2588,165894.3648
2589,150660.3953
2590,246593.7229
2591,225268.499
2592,235088.5641
2593,296483.0153
2594,186305.8776
2595,208371.8856
2596,353446.84
2597,185577.1724
2598,274352.2319
2599,326263.5134
2600,152018.7771
2601,137529.8685
2602,83361.57606
2603,85083.30311
2604,82968.75488
2605,77836.72432
2606,144025.2133
2607,182084.6771
2608,205135.8583
2609,157577.3573
2610,121592.3026
2611,158324.4213
2612,147609.9376
2613,127381.1353
2614,131305.8487
2615,155134.749
2616,145452.4881
2617,172700.1507
2618,175381.3433
2619,216195.9139
2620,196208.1721
2621,177216.7256
2622,184756.1902
2623,246674.8384
2624,269009.6183
2625,298843.6549
2626,170996.6862
2627,184870.811
2628,386543.7873
2629,659011.9976
2630,357705.1087
2631,477322.5732
2632,381202.3571
2633,317859.5053
2634,366583.69
2635,155117.5802
2636,183739.3766
2637,151433.272
2638,259300.6384
2639,186772.7989
2640,155310.1331
2641,111072.4306
2642,195717.3177
2643,116843.2734
2644,126369.7461
2645,101736.0367
2646,90703.1884
2647,102727.5726
2648,134298.0662
2649,147745.2824
2650,160724.897
2651,144218.2403
2652,482562.1518
2653,243704.6295
2654,251261.7297
2655,364738.9253
2656,333653.6506
2657,329064.2611
2658,268577.594
2659,302181.6129
2660,308810.4698
2661,353397.8375
2662,362958.1095
2663,276534.8418
2664,283101.2478
2665,317409.4678
2666,285547.9811
2667,159005.4233
2668,173281.3111
2669,174491.7564
2670,279172.5607
2671,178254.7671
2672,185254.8493
2673,215892.8982
2674,212990.8769
2675,163823.376
2676,189785.7151
2677,189193.6797
2678,272803.1115
2679,285410.9811
2680,265703.5853
2681,425789.2929
2682,331671.0974
2683,460202.7473
2684,316595.4563
2685,365486.5618
2686,272614.1585
2687,346463.9482
2688,228018.1489
2689,208651.9064
2690,480774.7516
2691,195512.6083
2692,130952.9698
2693,191283.9179
2694,126439.5184
2695,191483.5922
2696,186086.2866
2697,191136.3179
2698,199985.0522
2699,180899.3946
2700,162382.1621
2701,141166.8002
2702,112590.303
2703,141552.4886
2704,139973.8139
2705,125213.3583
2706,123880.0289
2707,130275.6756
2708,140345.044
2709,118142.103
2710,123487.2984
2711,279484.8779
2712,359394.5835
2713,166389.8673
2714,149731.2268
2715,173401.6259
2716,157583.9169
2717,185821.9732
2718,227211.561
2719,164194.8374
2720,151781.0199
2721,136645.2209
2722,169862.6689
2723,144034.6595
2724,130708.2226
2725,136841.8833
2726,146514.8968
2727,172288.1526
2728,170922.4359
2729,152015.8678
2730,146164.0339
2731,120659.5597
2732,124489.0207
2733,166313.9467
2734,144648.105
2735,136600.229
2736,138546.4877
2737,126905.0585
2738,126016.4282
2739,164060.7593
2740,138293.6327
2741,148142.9248
2742,159960.1793
2743,153576.825
2744,154283.6107
2745,136904.1541
2746,138764.6959
2747,153900.9942
2748,126717.7516
2749,134482.2921
2750,132818.5279
2751,135903.1736
2752,225767.7399
2753,160791.7159
2754,216975.1674
2755,130033.7115
2756,90295.81346
2757,61638.25555
2758,83967.90961
2759,163046.0051
2760,131325.8412
2761,144157.3504
2762,150426.321
2763,190571.2673
2764,151100.0451
2765,263233.0846
2766,138657.234
2767,91929.02665
2768,124989.863
2769,134327.9958
2770,144558.4683
2771,118671.9146
2772,116087.599
2773,157982.9966
2774,138663.467
2775,125864.8516
2776,146124.2945
2777,147233.6009
2778,123472.5822
2779,118388.4991
2780,96309.95355
2781,86789.91278
2782,96365.93835
2783,106135.6138
2784,133714.7883
2785,138586.2794
2786,76386.77777
2787,112685.7158
2788,79602.34849
2789,202257.7159
2790,92687.90296
2791,114322.3118
2792,55721.6215
2793,193823.2628
2794,116750.2639
2795,122092.4352
2796,102830.8179
2797,203436.7004
2798,119123.5389
2799,121297.0681
2800,64951.82382
2801,104510.6864
2802,138073.6414
2803,147500.1332
2804,146483.5247
2805,93799.93196
2806,77313.66455
2807,146603.5412
2808,154207.9653
2809,136346.7713
2810,138120.1528
2811,160245.4171
2812,151740.3269
2813,149711.3045
2814,154691.7882
2815,100259.5001
2816,258537.6933
2817,149546.8492
2818,138046.7012
2819,173341.2367
2820,129794.3925
2821,112053.4874
2822,205435.5086
2823,253716.7108
2824,179239.3891
2825,147660.9424
2826,130257.5331
2827,132783.6794
2828,198176.4852
2829,184803.1742
2830,226393.9127
2831,171500.9245
2832,231503.8308
2833,315006.6153
2834,207804.1845
2835,229443.7265
2836,194878.5387
2837,172363.7476
2838,138816.0804
2839,185040.0222
2840,181549.1961
2841,211000.7232
2842,232039.8285
2843,165548.8781
2844,160337.4075
2845,125545.7615
2846,214535.3528
2847,207130.2597
2848,219723.6957
2849,205273.1788
2850,267033.4749
2851,249915.9319
2852,222129.8789
2853,236283.7045
2854,137467.1658
2855,199656.3104
2856,209683.3634
2857,185007.1975
2858,198840.3625
2859,138592.6346
2860,121798.1153
2861,126041.0651
2862,199925.0227
2863,120778.8935
2864,253642.8195
2865,140077.9812
2866,137507.2703
2867,98169.56814
2868,98310.23607
2869,116364.2502
2870,149693.977
2871,99514.62995
2872,51824.39456
2873,100840.3503
2874,131998.6665
2875,122989.2239
2876,169312.123
2877,142200.1997
2878,176131.0307
2879,138055.9231
2880,105156.5818
2881,158651.6074
2882,164266.347
2883,177896.9657
2884,195680.1553
2885,203691.7715
2886,213395.381
2887,88690.47884
2888,128024.9572
2889,54376.04239
2890,88643.91623
2891,131227.0514
2892,33783.8671
2893,99615.37529
2894,41687.27605
2895,335016.967
2896,263297.2797
2897,218682.182
2898,147187.8752
2899,223327.0132
2900,160776.5843
2901,201772.9719
2902,188381.0109
2903,338919.0276
2904,362763.5218
2905,108862.062
2906,201856.2236
2907,118013.1824
2908,129110.4174
2909,155324.5574
2910,79391.81916
2911,80193.13432
2912,151272.2232
2913,81859.12676
2914,71898.23735
2915,80561.51711
2916,83073.68466
2917,156785.1393
2918,113186.6869
2919,212866.4582
